04/01/2007	20:51:00	1.292	0.0	238.26	5.4	0.0	0.0	0.0
05/01/2007	11:57:00	0.378	0.164	240.69	1.8	0.0	0.0	0.0
05/01/2007	19:58:00	1.064	0.15	239.27	4.4	2.0	1.0	0.0
08/01/2007	11:43:00	1.518	0.368	238.17	6.4	0.0	2.0	17.0
09/01/2007	08:22:00	1.428	0.136	240.66	5.8	1.0	2.0	18.0
10/01/2007	04:46:00	0.412	0.294	243.65	2.0	0.0	2.0	0.0
19/01/2007	23:02:00	1.914	0.102	240.02	8.0	1.0	0.0	18.0
21/01/2007	20:14:00	3.824	0.16	233.61	16.4	0.0	0.0	16.0
23/01/2007	00:47:00	1.682	0.112	242.61	7.0	0.0	0.0	18.0
28/01/2007	22:54:00	0.414	0.0	242.14	1.6	0.0	0.0	0.0
29/01/2007	22:05:00	1.678	0.112	236.01	8.4	15.0	0.0	0.0
30/01/2007	19:43:00	1.792	0.168	240.64	7.4	0.0	0.0	0.0
31/01/2007	18:09:00	2.34	0.13	235.38	9.8	0.0	2.0	17.0
04/02/2007	16:13:00	2.62	0.558	241.93	11.2	0.0	0.0	18.0
05/02/2007	11:24:00	0.43	0.222	239.35	2.0	0.0	0.0	0.0
10/02/2007	23:12:00	3.36	0.11	242.22	14.4	0.0	0.0	18.0
13/02/2007	06:06:00	0.226	0.0	243.12	1.0	0.0	0.0	0.0
26/02/2007	15:14:00	0.482	0.378	244.98	2.4	0.0	2.0	0.0
01/03/2007	06:04:00	0.482	0.0	241.33	2.8	0.0	0.0	6.0
01/03/2007	10:16:00	0.216	0.0	240.94	0.8	0.0	0.0	0.0
06/03/2007	02:22:00	0.208	0.0	243.88	0.8	0.0	0.0	0.0
08/03/2007	21:59:00	2.366	0.06	237.53	10.0	0.0	0.0	18.0
08/03/2007	01:20:00	0.404	0.196	240.27	1.8	0.0	1.0	0.0
10/03/2007	19:39:00	3.064	0.174	232.24	13.2	0.0	0.0	16.0
14/03/2007	12:29:00	1.336	0.0	243.02	5.4	0.0	0.0	18.0
22/03/2007	13:49:00	0.334	0.094	243.5	1.4	0.0	0.0	0.0
22/03/2007	13:10:00	0.326	0.094	243.42	1.4	0.0	0.0	0.0
24/03/2007	23:55:00	3.432	0.064	239.11	14.2	0.0	0.0	17.0
25/03/2007	05:13:00	2.386	0.048	242.14	9.8	0.0	0.0	0.0
29/03/2007	15:07:00	0.296	0.094	237.86	1.2	0.0	0.0	0.0
30/03/2007	15:51:00	0.304	0.12	244.99	1.4	0.0	0.0	0.0
10/04/2007	08:53:00	0.39	0.246	242.11	1.8	0.0	1.0	0.0
14/04/2007	05:29:00	0.304	0.11	241.5	1.2	0.0	1.0	0.0
16/04/2007	14:23:00	0.456	0.224	240.06	2.0	0.0	0.0	0.0
17/04/2007	10:44:00	1.218	0.0	240.38	5.0	0.0	0.0	17.0
19/04/2007	03:04:00	0.3	0.0	240.02	1.2	0.0	0.0	0.0
21/04/2007	07:14:00	3.154	0.152	237.04	13.4	0.0	0.0	0.0
23/04/2007	00:10:00	0.364	0.098	240.58	1.8	0.0	2.0	0.0
24/04/2007	05:37:00	0.166	0.0	236.67	0.8	0.0	0.0	0.0
25/04/2007	07:12:00	0.772	0.118	235.04	3.2	0.0	1.0	0.0
02/05/2007	19:15:00	0.358	0.23	235.87	1.8	0.0	1.0	0.0
11/05/2007	18:29:00	0.196	0.0	235.62	1.0	0.0	0.0	0.0
13/05/2007	03:14:00	0.386	0.336	237.74	2.0	0.0	1.0	0.0
13/05/2007	20:05:00	2.136	0.088	234.41	9.2	0.0	0.0	17.0
13/05/2007	12:02:00	1.544	0.228	232.72	6.6	0.0	1.0	17.0
15/05/2007	03:05:00	0.374	0.074	236.55	1.6	0.0	0.0	0.0
16/05/2007	23:12:00	0.322	0.114	238.86	1.4	0.0	0.0	0.0
16/05/2007	03:31:00	0.206	0.05	235.59	0.8	0.0	0.0	0.0
21/05/2007	13:54:00	0.308	0.076	230.67	1.4	0.0	0.0	0.0
22/05/2007	08:28:00	2.614	0.0	230.88	11.2	36.0	0.0	0.0
24/05/2007	23:57:00	0.334	0.082	239.96	1.6	0.0	1.0	0.0
26/05/2007	20:30:00	1.426	0.152	230.73	6.2	0.0	0.0	16.0
02/06/2007	00:21:00	0.6	0.072	237.8	2.4	0.0	0.0	0.0
02/06/2007	03:59:00	0.316	0.096	236.83	1.4	0.0	0.0	0.0
05/06/2007	20:46:00	1.238	0.382	234.13	6.0	0.0	0.0	0.0
11/06/2007	20:34:00	0.2	0.134	244.65	1.0	0.0	1.0	0.0
19/06/2007	11:09:00	0.206	0.0	238.19	0.8	0.0	0.0	0.0
24/06/2007	10:56:00	0.216	0.11	240.15	1.0	0.0	1.0	0.0
26/06/2007	18:02:00	0.132	0.0	244.16	0.6	0.0	0.0	0.0
27/06/2007	18:43:00	0.534	0.172	239.88	2.6	0.0	2.0	0.0
27/06/2007	08:53:00	1.274	0.092	238.37	5.2	0.0	2.0	17.0
27/06/2007	15:24:00	0.31	0.116	241.41	1.4	0.0	1.0	0.0
27/06/2007	03:57:00	0.224	0.088	240.05	1.0	0.0	0.0	0.0
01/07/2007	16:49:00	0.392	0.348	242.36	2.2	0.0	2.0	0.0
03/07/2007	12:55:00	0.248	0.066	242.25	1.2	0.0	0.0	0.0
04/07/2007	13:10:00	0.246	0.112	240.8	1.0	0.0	0.0	0.0
04/07/2007	00:20:00	0.526	0.16	242.26	2.2	1.0	5.0	0.0
06/07/2007	17:07:00	0.272	0.208	240.31	1.4	0.0	1.0	0.0
06/07/2007	15:58:00	0.3	0.244	241.76	1.6	0.0	1.0	0.0
09/07/2007	03:14:00	0.234	0.118	242.38	1.0	0.0	0.0	0.0
11/07/2007	20:32:00	0.208	0.092	242.67	1.0	0.0	0.0	0.0
